,number,from_date,to_date,backlog_all,inflow_all,outflow_all,backlog_normal,inflow_normal,outflow_normal,backlog_major,inflow_major,outflow_major
2001-02-19/2001-02-25,16,2001-02-19 00:00:00.000000000,2001-02-25 23:59:59.999999999,70,4,0,0,0,0,0,0,0
2001-02-26/2001-03-04,17,2001-02-26 00:00:00.000000000,2001-03-04 23:59:59.999999999,74,4,0,0,0,0,0,0,0
2001-03-05/2001-03-11,18,2001-03-05 00:00:00.000000000,2001-03-11 23:59:59.999999999,95,21,0,0,0,0,0,0,0
2001-03-12/2001-03-18,19,2001-03-12 00:00:00.000000000,2001-03-18 23:59:59.999999999,99,4,0,0,0,0,0,0,0
2001-03-19/2001-03-25,20,2001-03-19 00:00:00.000000000,2001-03-25 23:59:59.999999999,107,8,0,0,0,0,0,0,0
2001-03-26/2001-04-01,21,2001-03-26 00:00:00.000000000,2001-04-01 23:59:59.999999999,113,6,0,0,0,0,0,0,0
2001-04-02/2001-04-08,22,2001-04-02 00:00:00.000000000,2001-04-08 23:59:59.999999999,126,13,0,0,0,0,0,0,0
2001-04-09/2001-04-15,23,2001-04-09 00:00:00.000000000,2001-04-15 23:59:59.999999999,133,7,0,0,0,0,0,0,0
2001-04-16/2001-04-22,24,2001-04-16 00:00:00.000000000,2001-04-22 23:59:59.999999999,136,3,0,0,0,0,0,0,0
2001-04-23/2001-04-29,25,2001-04-23 00:00:00.000000000,2001-04-29 23:59:59.999999999,156,20,0,0,0,0,0,0,0
2001-04-30/2001-05-06,26,2001-04-30 00:00:00.000000000,2001-05-06 23:59:59.999999999,163,7,0,0,0,0,0,0,0
2001-05-07/2001-05-13,27,2001-05-07 00:00:00.000000000,2001-05-13 23:59:59.999999999,166,3,0,0,0,0,0,0,0
2001-05-14/2001-05-20,28,2001-05-14 00:00:00.000000000,2001-05-20 23:59:59.999999999,179,13,0,0,0,0,0,0,0
2001-05-21/2001-05-27,29,2001-05-21 00:00:00.000000000,2001-05-27 23:59:59.999999999,192,13,0,0,0,0,0,0,0
2001-05-28/2001-06-03,30,2001-05-28 00:00:00.000000000,2001-06-03 23:59:59.999999999,203,11,0,0,0,0,0,0,0
2001-06-04/2001-06-10,31,2001-06-04 00:00:00.000000000,2001-06-10 23:59:59.999999999,216,13,0,0,0,0,0,0,0
2001-06-11/2001-06-17,32,2001-06-11 00:00:00.000000000,2001-06-17 23:59:59.999999999,219,3,0,0,0,0,0,0,0
2001-06-18/2001-06-24,33,2001-06-18 00:00:00.000000000,2001-06-24 23:59:59.999999999,227,8,0,0,0,0,0,0,0
2001-06-25/2001-07-01,34,2001-06-25 00:00:00.000000000,2001-07-01 23:59:59.999999999,236,9,0,0,0,0,0,0,0
2001-07-02/2001-07-08,35,2001-07-02 00:00:00.000000000,2001-07-08 23:59:59.999999999,244,8,0,0,0,0,0,0,0
2001-07-09/2001-07-15,36,2001-07-09 00:00:00.000000000,2001-07-15 23:59:59.999999999,255,11,0,0,0,0,0,0,0
2001-07-16/2001-07-22,37,2001-07-16 00:00:00.000000000,2001-07-22 23:59:59.999999999,266,11,0,0,0,0,0,0,0
2001-07-23/2001-07-29,38,2001-07-23 00:00:00.000000000,2001-07-29 23:59:59.999999999,282,16,0,0,0,0,0,0,0
2001-07-30/2001-08-05,39,2001-07-30 00:00:00.000000000,2001-08-05 23:59:59.999999999,288,6,0,0,0,0,0,0,0
2001-08-06/2001-08-12,40,2001-08-06 00:00:00.000000000,2001-08-12 23:59:59.999999999,290,2,0,0,0,0,0,0,0
2001-08-13/2001-08-19,41,2001-08-13 00:00:00.000000000,2001-08-19 23:59:59.999999999,309,19,0,0,0,0,0,0,0
2001-08-20/2001-08-26,42,2001-08-20 00:00:00.000000000,2001-08-26 23:59:59.999999999,318,9,0,0,0,0,0,0,0
2001-08-27/2001-09-02,43,2001-08-27 00:00:00.000000000,2001-09-02 23:59:59.999999999,350,32,0,0,0,0,0,0,0
2001-09-03/2001-09-09,44,2001-09-03 00:00:00.000000000,2001-09-09 23:59:59.999999999,363,13,0,0,0,0,0,0,0
2001-09-10/2001-09-16,45,2001-09-10 00:00:00.000000000,2001-09-16 23:59:59.999999999,375,12,0,0,0,0,0,0,0
2001-09-17/2001-09-23,46,2001-09-17 00:00:00.000000000,2001-09-23 23:59:59.999999999,380,5,0,0,0,0,0,0,0
2001-09-24/2001-09-30,47,2001-09-24 00:00:00.000000000,2001-09-30 23:59:59.999999999,396,16,0,0,0,0,0,0,0
2001-10-01/2001-10-07,48,2001-10-01 00:00:00.000000000,2001-10-07 23:59:59.999999999,419,23,0,0,0,0,0,0,0
2001-10-08/2001-10-14,49,2001-10-08 00:00:00.000000000,2001-10-14 23:59:59.999999999,448,29,0,0,0,0,0,0,0
2001-10-15/2001-10-21,50,2001-10-15 00:00:00.000000000,2001-10-21 23:59:59.999999999,480,32,0,0,0,0,0,0,0
2001-10-22/2001-10-28,51,2001-10-22 00:00:00.000000000,2001-10-28 23:59:59.999999999,506,26,0,0,0,0,0,0,0
2001-10-29/2001-11-04,52,2001-10-29 00:00:00.000000000,2001-11-04 23:59:59.999999999,531,25,0,0,0,0,0,0,0
2001-11-05/2001-11-11,53,2001-11-05 00:00:00.000000000,2001-11-11 23:59:59.999999999,543,12,0,0,0,0,0,0,0
2001-11-12/2001-11-18,54,2001-11-12 00:00:00.000000000,2001-11-18 23:59:59.999999999,558,15,0,0,0,0,0,0,0
2001-11-19/2001-11-25,55,2001-11-19 00:00:00.000000000,2001-11-25 23:59:59.999999999,571,13,0,0,0,0,0,0,0
2001-11-26/2001-12-02,56,2001-11-26 00:00:00.000000000,2001-12-02 23:59:59.999999999,592,21,0,0,0,0,0,0,0
2001-12-03/2001-12-09,57,2001-12-03 00:00:00.000000000,2001-12-09 23:59:59.999999999,626,34,0,0,0,0,0,0,0
2001-12-10/2001-12-16,58,2001-12-10 00:00:00.000000000,2001-12-16 23:59:59.999999999,651,25,0,0,0,0,0,0,0
2001-12-17/2001-12-23,59,2001-12-17 00:00:00.000000000,2001-12-23 23:59:59.999999999,678,27,0,0,0,0,0,0,0
2001-12-24/2001-12-30,60,2001-12-24 00:00:00.000000000,2001-12-30 23:59:59.999999999,693,15,0,0,0,0,0,0,0
2001-12-31/2002-01-06,61,2001-12-31 00:00:00.000000000,2002-01-06 23:59:59.999999999,710,17,0,0,0,0,0,0,0
2002-01-07/2002-01-13,62,2002-01-07 00:00:00.000000000,2002-01-13 23:59:59.999999999,770,60,0,0,0,0,0,0,0
2002-01-14/2002-01-20,63,2002-01-14 00:00:00.000000000,2002-01-20 23:59:59.999999999,784,14,0,0,0,0,0,0,0
2002-01-21/2002-01-27,64,2002-01-21 00:00:00.000000000,2002-01-27 23:59:59.999999999,804,20,0,0,0,0,0,0,0
2002-01-28/2002-02-03,65,2002-01-28 00:00:00.000000000,2002-02-03 23:59:59.999999999,822,18,0,0,0,0,0,0,0
2002-02-04/2002-02-10,66,2002-02-04 00:00:00.000000000,2002-02-10 23:59:59.999999999,840,18,0,0,0,0,0,0,0
2002-02-11/2002-02-17,67,2002-02-11 00:00:00.000000000,2002-02-17 23:59:59.999999999,879,39,0,0,0,0,0,0,0
2002-02-18/2002-02-24,68,2002-02-18 00:00:00.000000000,2002-02-24 23:59:59.999999999,905,26,0,0,0,0,0,0,0
2002-02-25/2002-03-03,69,2002-02-25 00:00:00.000000000,2002-03-03 23:59:59.999999999,940,35,0,0,0,0,0,0,0
2002-03-04/2002-03-10,70,2002-03-04 00:00:00.000000000,2002-03-10 23:59:59.999999999,985,45,0,0,0,0,0,0,0
2002-03-11/2002-03-17,71,2002-03-11 00:00:00.000000000,2002-03-17 23:59:59.999999999,1013,28,0,0,0,0,0,0,0
2002-03-18/2002-03-24,72,2002-03-18 00:00:00.000000000,2002-03-24 23:59:59.999999999,1039,26,0,0,0,0,0,0,0
2002-03-25/2002-03-31,73,2002-03-25 00:00:00.000000000,2002-03-31 23:59:59.999999999,1068,29,0,0,0,0,0,0,0
2002-04-01/2002-04-07,74,2002-04-01 00:00:00.000000000,2002-04-07 23:59:59.999999999,1109,41,0,0,0,0,0,0,0
2002-04-08/2002-04-14,75,2002-04-08 00:00:00.000000000,2002-04-14 23:59:59.999999999,1153,44,0,0,0,0,0,0,0
2002-04-15/2002-04-21,76,2002-04-15 00:00:00.000000000,2002-04-21 23:59:59.999999999,1191,38,0,0,0,0,0,0,0
2002-04-22/2002-04-28,77,2002-04-22 00:00:00.000000000,2002-04-28 23:59:59.999999999,1233,42,0,0,0,0,0,0,0
2002-04-29/2002-05-05,78,2002-04-29 00:00:00.000000000,2002-05-05 23:59:59.999999999,1318,85,0,0,0,0,0,0,0
2002-05-06/2002-05-12,79,2002-05-06 00:00:00.000000000,2002-05-12 23:59:59.999999999,1387,69,0,0,0,0,0,0,0
2002-05-13/2002-05-19,80,2002-05-13 00:00:00.000000000,2002-05-19 23:59:59.999999999,1487,100,0,0,0,0,0,0,0
2002-05-20/2002-05-26,81,2002-05-20 00:00:00.000000000,2002-05-26 23:59:59.999999999,1590,103,0,0,0,0,0,0,0
2002-05-27/2002-06-02,82,2002-05-27 00:00:00.000000000,2002-06-02 23:59:59.999999999,1653,63,0,0,0,0,0,0,0
2002-06-03/2002-06-09,83,2002-06-03 00:00:00.000000000,2002-06-09 23:59:59.999999999,1710,57,0,0,0,0,0,0,0
2002-06-10/2002-06-16,84,2002-06-10 00:00:00.000000000,2002-06-16 23:59:59.999999999,1775,65,0,0,0,0,0,0,0
2002-06-17/2002-06-23,85,2002-06-17 00:00:00.000000000,2002-06-23 23:59:59.999999999,1838,63,0,0,0,0,0,0,0
2002-06-24/2002-06-30,86,2002-06-24 00:00:00.000000000,2002-06-30 23:59:59.999999999,1883,45,0,0,0,0,0,0,0
2002-07-01/2002-07-07,87,2002-07-01 00:00:00.000000000,2002-07-07 23:59:59.999999999,1906,23,0,0,0,0,0,0,0
2002-07-08/2002-07-14,88,2002-07-08 00:00:00.000000000,2002-07-14 23:59:59.999999999,1921,15,0,0,0,0,0,0,0
2002-07-15/2002-07-21,89,2002-07-15 00:00:00.000000000,2002-07-21 23:59:59.999999999,1953,32,0,0,0,0,0,0,0
2002-07-22/2002-07-28,90,2002-07-22 00:00:00.000000000,2002-07-28 23:59:59.999999999,1994,41,0,0,0,0,0,0,0
2002-07-29/2002-08-04,91,2002-07-29 00:00:00.000000000,2002-08-04 23:59:59.999999999,2028,34,0,0,0,0,0,0,0
2002-08-05/2002-08-11,92,2002-08-05 00:00:00.000000000,2002-08-11 23:59:59.999999999,2075,47,0,0,0,0,0,0,0
2002-08-12/2002-08-18,93,2002-08-12 00:00:00.000000000,2002-08-18 23:59:59.999999999,2116,41,0,0,0,0,0,0,0
2002-08-19/2002-08-25,94,2002-08-19 00:00:00.000000000,2002-08-25 23:59:59.999999999,2144,28,0,0,0,0,0,0,0
2002-08-26/2002-09-01,95,2002-08-26 00:00:00.000000000,2002-09-01 23:59:59.999999999,2177,33,0,0,0,0,0,0,0
2002-09-02/2002-09-08,96,2002-09-02 00:00:00.000000000,2002-09-08 23:59:59.999999999,2228,51,0,0,0,0,0,0,0
2002-09-09/2002-09-15,97,2002-09-09 00:00:00.000000000,2002-09-15 23:59:59.999999999,2273,45,0,0,0,0,0,0,0
2002-09-16/2002-09-22,98,2002-09-16 00:00:00.000000000,2002-09-22 23:59:59.999999999,2311,38,0,0,0,0,0,0,0
2002-09-23/2002-09-29,99,2002-09-23 00:00:00.000000000,2002-09-29 23:59:59.999999999,2362,51,0,0,0,0,0,0,0
2002-09-30/2002-10-06,100,2002-09-30 00:00:00.000000000,2002-10-06 23:59:59.999999999,2402,40,0,0,0,0,0,0,0
2002-10-07/2002-10-13,101,2002-10-07 00:00:00.000000000,2002-10-13 23:59:59.999999999,2448,46,0,0,0,0,0,0,0
2002-10-14/2002-10-20,102,2002-10-14 00:00:00.000000000,2002-10-20 23:59:59.999999999,2529,81,0,0,0,0,0,0,0
2002-10-21/2002-10-27,103,2002-10-21 00:00:00.000000000,2002-10-27 23:59:59.999999999,2595,66,0,0,0,0,0,0,0
2002-10-28/2002-11-03,104,2002-10-28 00:00:00.000000000,2002-11-03 23:59:59.999999999,2658,63,0,0,0,0,0,0,0
2002-11-04/2002-11-10,105,2002-11-04 00:00:00.000000000,2002-11-10 23:59:59.999999999,2737,79,0,0,0,0,0,0,0
2002-11-11/2002-11-17,106,2002-11-11 00:00:00.000000000,2002-11-17 23:59:59.999999999,2793,56,0,0,0,0,0,0,0
2002-11-18/2002-11-24,107,2002-11-18 00:00:00.000000000,2002-11-24 23:59:59.999999999,2884,91,0,0,0,0,0,0,0
2002-11-25/2002-12-01,108,2002-11-25 00:00:00.000000000,2002-12-01 23:59:59.999999999,3019,135,0,0,0,0,0,0,0
2002-12-02/2002-12-08,109,2002-12-02 00:00:00.000000000,2002-12-08 23:59:59.999999999,3104,85,0,0,0,0,0,0,0
2002-12-09/2002-12-15,110,2002-12-09 00:00:00.000000000,2002-12-15 23:59:59.999999999,3150,46,0,0,0,0,0,0,0
2002-12-16/2002-12-22,111,2002-12-16 00:00:00.000000000,2002-12-22 23:59:59.999999999,3205,55,0,0,0,0,0,0,0
2002-12-23/2002-12-29,112,2002-12-23 00:00:00.000000000,2002-12-29 23:59:59.999999999,3225,20,0,0,0,0,0,0,0
2002-12-30/2003-01-05,113,2002-12-30 00:00:00.000000000,2003-01-05 23:59:59.999999999,3266,41,0,0,0,0,0,0,0
2003-01-06/2003-01-12,114,2003-01-06 00:00:00.000000000,2003-01-12 23:59:59.999999999,3327,61,0,0,0,0,0,0,0
2003-01-13/2003-01-19,115,2003-01-13 00:00:00.000000000,2003-01-19 23:59:59.999999999,3370,43,0,0,0,0,0,0,0
2003-01-20/2003-01-26,116,2003-01-20 00:00:00.000000000,2003-01-26 23:59:59.999999999,3422,52,0,0,0,0,0,0,0
2003-01-27/2003-02-02,117,2003-01-27 00:00:00.000000000,2003-02-02 23:59:59.999999999,3489,67,0,0,0,0,0,0,0
2003-02-03/2003-02-09,118,2003-02-03 00:00:00.000000000,2003-02-09 23:59:59.999999999,3559,70,0,0,0,0,0,0,0
2003-02-10/2003-02-16,119,2003-02-10 00:00:00.000000000,2003-02-16 23:59:59.999999999,3611,52,0,0,0,0,0,0,0
2003-02-17/2003-02-23,120,2003-02-17 00:00:00.000000000,2003-02-23 23:59:59.999999999,3673,62,0,0,0,0,0,0,0
2003-02-24/2003-03-02,121,2003-02-24 00:00:00.000000000,2003-03-02 23:59:59.999999999,3732,59,0,0,0,0,0,0,0
2003-03-03/2003-03-09,122,2003-03-03 00:00:00.000000000,2003-03-09 23:59:59.999999999,3793,61,0,0,0,0,0,0,0
2003-03-10/2003-03-16,123,2003-03-10 00:00:00.000000000,2003-03-16 23:59:59.999999999,3877,84,0,0,0,0,0,0,0
2003-03-17/2003-03-23,124,2003-03-17 00:00:00.000000000,2003-03-23 23:59:59.999999999,3941,64,0,0,0,0,0,0,0
2003-03-24/2003-03-30,125,2003-03-24 00:00:00.000000000,2003-03-30 23:59:59.999999999,4020,79,0,0,0,0,0,0,0
2003-03-31/2003-04-06,126,2003-03-31 00:00:00.000000000,2003-04-06 23:59:59.999999999,4110,90,0,0,0,0,0,0,0
2003-04-07/2003-04-13,127,2003-04-07 00:00:00.000000000,2003-04-13 23:59:59.999999999,4196,86,0,0,0,0,0,0,0
2003-04-14/2003-04-20,128,2003-04-14 00:00:00.000000000,2003-04-20 23:59:59.999999999,4288,92,0,0,0,0,0,0,0
2003-04-21/2003-04-27,129,2003-04-21 00:00:00.000000000,2003-04-27 23:59:59.999999999,4372,84,0,0,0,0,0,0,0
2003-04-28/2003-05-04,130,2003-04-28 00:00:00.000000000,2003-05-04 23:59:59.999999999,4442,70,0,0,0,0,0,0,0
2003-05-05/2003-05-11,131,2003-05-05 00:00:00.000000000,2003-05-11 23:59:59.999999999,4513,71,0,0,0,0,0,0,0
2003-05-12/2003-05-18,132,2003-05-12 00:00:00.000000000,2003-05-18 23:59:59.999999999,4577,64,0,0,0,0,0,0,0
2003-05-19/2003-05-25,133,2003-05-19 00:00:00.000000000,2003-05-25 23:59:59.999999999,4668,91,0,0,0,0,0,0,0
2003-05-26/2003-06-01,134,2003-05-26 00:00:00.000000000,2003-06-01 23:59:59.999999999,4758,90,0,0,0,0,0,0,0
2003-06-02/2003-06-08,135,2003-06-02 00:00:00.000000000,2003-06-08 23:59:59.999999999,4824,66,0,0,0,0,0,0,0
2003-06-09/2003-06-15,136,2003-06-09 00:00:00.000000000,2003-06-15 23:59:59.999999999,4907,83,0,0,0,0,0,0,0
2003-06-16/2003-06-22,137,2003-06-16 00:00:00.000000000,2003-06-22 23:59:59.999999999,4977,70,0,0,0,0,0,0,0
2003-06-23/2003-06-29,138,2003-06-23 00:00:00.000000000,2003-06-29 23:59:59.999999999,5059,82,0,0,0,0,0,0,0
2003-06-30/2003-07-06,139,2003-06-30 00:00:00.000000000,2003-07-06 23:59:59.999999999,5111,52,0,0,0,0,0,0,0
2003-07-07/2003-07-13,140,2003-07-07 00:00:00.000000000,2003-07-13 23:59:59.999999999,5175,64,0,0,0,0,0,0,0
2003-07-14/2003-07-20,141,2003-07-14 00:00:00.000000000,2003-07-20 23:59:59.999999999,5265,90,0,0,0,0,0,0,0
2003-07-21/2003-07-27,142,2003-07-21 00:00:00.000000000,2003-07-27 23:59:59.999999999,5355,90,0,0,0,0,0,0,0
2003-07-28/2003-08-03,143,2003-07-28 00:00:00.000000000,2003-08-03 23:59:59.999999999,5451,96,0,0,0,0,0,0,0
2003-08-04/2003-08-10,144,2003-08-04 00:00:00.000000000,2003-08-10 23:59:59.999999999,5540,89,0,0,0,0,0,0,0
2003-08-11/2003-08-17,145,2003-08-11 00:00:00.000000000,2003-08-17 23:59:59.999999999,5611,71,0,0,0,0,0,0,0
2003-08-18/2003-08-24,146,2003-08-18 00:00:00.000000000,2003-08-24 23:59:59.999999999,5693,82,0,0,0,0,0,0,0
2003-08-25/2003-08-31,147,2003-08-25 00:00:00.000000000,2003-08-31 23:59:59.999999999,5772,79,0,0,0,0,0,0,0
2003-09-01/2003-09-07,148,2003-09-01 00:00:00.000000000,2003-09-07 23:59:59.999999999,5880,108,0,0,0,0,0,0,0
2003-09-08/2003-09-14,149,2003-09-08 00:00:00.000000000,2003-09-14 23:59:59.999999999,3380,119,2619,0,0,0,0,0,0
2003-09-15/2003-09-21,150,2003-09-15 00:00:00.000000000,2003-09-21 23:59:59.999999999,3423,122,79,0,0,0,0,0,0
2003-09-22/2003-09-28,151,2003-09-22 00:00:00.000000000,2003-09-28 23:59:59.999999999,3492,127,58,0,0,0,0,0,0
2003-09-29/2003-10-05,152,2003-09-29 00:00:00.000000000,2003-10-05 23:59:59.999999999,3531,109,70,0,0,0,0,0,0
2003-10-06/2003-10-12,153,2003-10-06 00:00:00.000000000,2003-10-12 23:59:59.999999999,3595,104,40,0,0,0,0,0,0
2003-10-13/2003-10-19,154,2003-10-13 00:00:00.000000000,2003-10-19 23:59:59.999999999,3597,94,92,0,0,0,0,0,0
2003-10-20/2003-10-26,155,2003-10-20 00:00:00.000000000,2003-10-26 23:59:59.999999999,3656,96,37,0,0,0,0,0,0
2003-10-27/2003-11-02,156,2003-10-27 00:00:00.000000000,2003-11-02 23:59:59.999999999,3665,95,86,0,0,0,0,0,0
2003-11-03/2003-11-09,157,2003-11-03 00:00:00.000000000,2003-11-09 23:59:59.999999999,3697,82,50,0,0,0,0,0,0
2003-11-10/2003-11-16,158,2003-11-10 00:00:00.000000000,2003-11-16 23:59:59.999999999,3733,84,48,0,0,0,0,0,0
2003-11-17/2003-11-23,159,2003-11-17 00:00:00.000000000,2003-11-23 23:59:59.999999999,3772,67,28,0,0,0,0,0,0
2003-11-24/2003-11-30,160,2003-11-24 00:00:00.000000000,2003-11-30 23:59:59.999999999,3797,57,32,0,0,0,0,0,0
2003-12-01/2003-12-07,161,2003-12-01 00:00:00.000000000,2003-12-07 23:59:59.999999999,3602,58,253,0,0,0,0,0,0
2003-12-08/2003-12-14,162,2003-12-08 00:00:00.000000000,2003-12-14 23:59:59.999999999,3640,55,17,0,0,0,0,0,0
2003-12-15/2003-12-21,163,2003-12-15 00:00:00.000000000,2003-12-21 23:59:59.999999999,3690,63,13,0,0,0,0,0,0
2003-12-22/2003-12-28,164,2003-12-22 00:00:00.000000000,2003-12-28 23:59:59.999999999,3722,53,21,0,0,0,0,0,0
2003-12-29/2004-01-04,165,2003-12-29 00:00:00.000000000,2004-01-04 23:59:59.999999999,3786,72,8,0,0,0,0,0,0
2004-01-05/2004-01-11,166,2004-01-05 00:00:00.000000000,2004-01-11 23:59:59.999999999,3834,73,25,0,0,0,0,0,0
2004-01-12/2004-01-18,167,2004-01-12 00:00:00.000000000,2004-01-18 23:59:59.999999999,3894,77,17,0,0,0,0,0,0
2004-01-19/2004-01-25,168,2004-01-19 00:00:00.000000000,2004-01-25 23:59:59.999999999,3960,80,14,0,0,0,0,0,0
2004-01-26/2004-02-01,169,2004-01-26 00:00:00.000000000,2004-02-01 23:59:59.999999999,3987,40,13,0,0,0,0,0,0
2004-02-02/2004-02-08,170,2004-02-02 00:00:00.000000000,2004-02-08 23:59:59.999999999,4022,62,27,0,0,0,0,0,0
2004-02-09/2004-02-15,171,2004-02-09 00:00:00.000000000,2004-02-15 23:59:59.999999999,4045,79,56,0,0,0,0,0,0
2004-02-16/2004-02-22,172,2004-02-16 00:00:00.000000000,2004-02-22 23:59:59.999999999,4103,101,43,0,0,0,0,0,0
2004-02-23/2004-02-29,173,2004-02-23 00:00:00.000000000,2004-02-29 23:59:59.999999999,4137,56,22,0,0,0,0,0,0
2004-03-01/2004-03-07,174,2004-03-01 00:00:00.000000000,2004-03-07 23:59:59.999999999,4179,51,9,0,0,0,0,0,0
2004-03-08/2004-03-14,175,2004-03-08 00:00:00.000000000,2004-03-14 23:59:59.999999999,4239,72,12,0,0,0,0,0,0
2004-03-15/2004-03-21,176,2004-03-15 00:00:00.000000000,2004-03-21 23:59:59.999999999,4156,77,160,0,0,0,0,0,0
2004-03-22/2004-03-28,177,2004-03-22 00:00:00.000000000,2004-03-28 23:59:59.999999999,4175,76,57,0,0,0,0,0,0
2004-03-29/2004-04-04,178,2004-03-29 00:00:00.000000000,2004-04-04 23:59:59.999999999,4268,114,21,0,0,0,0,0,0
2004-04-05/2004-04-11,179,2004-04-05 00:00:00.000000000,2004-04-11 23:59:59.999999999,4307,56,17,0,0,0,0,0,0
2004-04-12/2004-04-18,180,2004-04-12 00:00:00.000000000,2004-04-18 23:59:59.999999999,4349,53,11,0,0,0,0,0,0
2004-04-19/2004-04-25,181,2004-04-19 00:00:00.000000000,2004-04-25 23:59:59.999999999,4379,58,28,0,0,0,0,0,0
2004-04-26/2004-05-02,182,2004-04-26 00:00:00.000000000,2004-05-02 23:59:59.999999999,4376,60,63,0,0,0,0,0,0
2004-05-03/2004-05-09,183,2004-05-03 00:00:00.000000000,2004-05-09 23:59:59.999999999,4418,70,28,0,0,0,0,0,0
2004-05-10/2004-05-16,184,2004-05-10 00:00:00.000000000,2004-05-16 23:59:59.999999999,4458,57,17,0,0,0,0,0,0
2004-05-17/2004-05-23,185,2004-05-17 00:00:00.000000000,2004-05-23 23:59:59.999999999,4491,56,23,0,0,0,0,0,0
2004-05-24/2004-05-30,186,2004-05-24 00:00:00.000000000,2004-05-30 23:59:59.999999999,4560,78,9,0,0,0,0,0,0
2004-05-31/2004-06-06,187,2004-05-31 00:00:00.000000000,2004-06-06 23:59:59.999999999,4613,64,11,0,0,0,0,0,0
2004-06-07/2004-06-13,188,2004-06-07 00:00:00.000000000,2004-06-13 23:59:59.999999999,4680,80,13,0,0,0,0,0,0
2004-06-14/2004-06-20,189,2004-06-14 00:00:00.000000000,2004-06-20 23:59:59.999999999,4735,63,8,0,0,0,0,0,0
2004-06-21/2004-06-27,190,2004-06-21 00:00:00.000000000,2004-06-27 23:59:59.999999999,4783,56,8,0,0,0,0,0,0
2004-06-28/2004-07-04,191,2004-06-28 00:00:00.000000000,2004-07-04 23:59:59.999999999,4827,60,16,0,0,0,0,0,0
2004-07-05/2004-07-11,192,2004-07-05 00:00:00.000000000,2004-07-11 23:59:59.999999999,4868,62,21,0,0,0,0,0,0
2004-07-12/2004-07-18,193,2004-07-12 00:00:00.000000000,2004-07-18 23:59:59.999999999,4915,69,22,0,0,0,0,0,0
2004-07-19/2004-07-25,194,2004-07-19 00:00:00.000000000,2004-07-25 23:59:59.999999999,5009,113,19,0,0,0,0,0,0
2004-07-26/2004-08-01,195,2004-07-26 00:00:00.000000000,2004-08-01 23:59:59.999999999,5055,54,8,0,0,0,0,0,0
2004-08-02/2004-08-08,196,2004-08-02 00:00:00.000000000,2004-08-08 23:59:59.999999999,5111,66,10,0,0,0,0,0,0
2004-08-09/2004-08-15,197,2004-08-09 00:00:00.000000000,2004-08-15 23:59:59.999999999,5202,109,18,0,0,0,0,0,0
2004-08-16/2004-08-22,198,2004-08-16 00:00:00.000000000,2004-08-22 23:59:59.999999999,5232,57,27,0,0,0,0,0,0
2004-08-23/2004-08-29,199,2004-08-23 00:00:00.000000000,2004-08-29 23:59:59.999999999,5289,66,9,0,0,0,0,0,0
2004-08-30/2004-09-05,200,2004-08-30 00:00:00.000000000,2004-09-05 23:59:59.999999999,5353,74,10,0,0,0,0,0,0
