,number,from_date,to_date,backlog_all,inflow_all,outflow_all,backlog_normal,inflow_normal,outflow_normal,backlog_major,inflow_major,outflow_major
2017-01-30/2017-02-05,330,2017-01-30 00:00:00.000000000,2017-02-05 23:59:59.999999999,4411,42,43,2491,29,30,319,1,0
2017-02-06/2017-02-12,331,2017-02-06 00:00:00.000000000,2017-02-12 23:59:59.999999999,4425,48,34,2501,37,27,320,2,1
2017-02-13/2017-02-19,332,2017-02-13 00:00:00.000000000,2017-02-19 23:59:59.999999999,4410,41,56,2485,27,43,321,2,1
2017-02-20/2017-02-26,333,2017-02-20 00:00:00.000000000,2017-02-26 23:59:59.999999999,4418,32,24,2482,15,18,323,2,0
2017-02-27/2017-03-05,334,2017-02-27 00:00:00.000000000,2017-03-05 23:59:59.999999999,4395,42,65,2465,26,43,324,3,2
2017-03-06/2017-03-12,335,2017-03-06 00:00:00.000000000,2017-03-12 23:59:59.999999999,4386,44,53,2458,29,36,321,0,3
2017-03-13/2017-03-19,336,2017-03-13 00:00:00.000000000,2017-03-19 23:59:59.999999999,4392,25,19,2468,23,13,322,1,0
2017-03-20/2017-03-26,337,2017-03-20 00:00:00.000000000,2017-03-26 23:59:59.999999999,4414,45,23,2481,30,17,322,0,0
2017-03-27/2017-04-02,338,2017-03-27 00:00:00.000000000,2017-04-02 23:59:59.999999999,4412,39,41,2474,26,33,322,0,0
2017-04-03/2017-04-09,339,2017-04-03 00:00:00.000000000,2017-04-09 23:59:59.999999999,4424,46,34,2489,32,17,325,3,0
2017-04-10/2017-04-16,340,2017-04-10 00:00:00.000000000,2017-04-16 23:59:59.999999999,4442,46,28,2498,33,24,326,2,1
2017-04-17/2017-04-23,341,2017-04-17 00:00:00.000000000,2017-04-23 23:59:59.999999999,4439,40,43,2502,31,27,324,1,3
2017-04-24/2017-04-30,342,2017-04-24 00:00:00.000000000,2017-04-30 23:59:59.999999999,4472,58,25,2521,37,18,324,2,2
2017-05-01/2017-05-07,343,2017-05-01 00:00:00.000000000,2017-05-07 23:59:59.999999999,4475,65,62,2519,39,41,325,2,1
2017-05-08/2017-05-14,344,2017-05-08 00:00:00.000000000,2017-05-14 23:59:59.999999999,4478,60,57,2537,43,25,317,0,8
2017-05-15/2017-05-21,345,2017-05-15 00:00:00.000000000,2017-05-21 23:59:59.999999999,4465,50,63,2522,30,45,309,0,8
2017-05-22/2017-05-28,346,2017-05-22 00:00:00.000000000,2017-05-28 23:59:59.999999999,4443,46,68,2515,30,37,303,1,7
2017-05-29/2017-06-04,347,2017-05-29 00:00:00.000000000,2017-06-04 23:59:59.999999999,4368,36,111,2480,23,58,293,1,11
2017-06-05/2017-06-11,348,2017-06-05 00:00:00.000000000,2017-06-11 23:59:59.999999999,4357,30,41,2488,22,14,293,3,3
2017-06-12/2017-06-18,349,2017-06-12 00:00:00.000000000,2017-06-18 23:59:59.999999999,4358,61,60,2514,41,15,289,0,4
2017-06-19/2017-06-25,350,2017-06-19 00:00:00.000000000,2017-06-25 23:59:59.999999999,4337,40,61,2517,31,28,289,0,0
2017-06-26/2017-07-02,351,2017-06-26 00:00:00.000000000,2017-07-02 23:59:59.999999999,4266,28,99,2477,16,56,283,1,7
2017-07-03/2017-07-09,352,2017-07-03 00:00:00.000000000,2017-07-09 23:59:59.999999999,4263,48,51,2488,40,29,282,1,2
2017-07-10/2017-07-16,353,2017-07-10 00:00:00.000000000,2017-07-16 23:59:59.999999999,4234,30,59,2471,20,37,283,2,1
2017-07-17/2017-07-23,354,2017-07-17 00:00:00.000000000,2017-07-23 23:59:59.999999999,4234,38,38,2480,27,18,280,0,3
2017-07-24/2017-07-30,355,2017-07-24 00:00:00.000000000,2017-07-30 23:59:59.999999999,4221,54,67,2479,41,42,280,3,3
2017-07-31/2017-08-06,356,2017-07-31 00:00:00.000000000,2017-08-06 23:59:59.999999999,4219,35,37,2478,24,25,279,1,2
2017-08-07/2017-08-13,357,2017-08-07 00:00:00.000000000,2017-08-13 23:59:59.999999999,4218,35,36,2486,32,24,278,0,1
2017-08-14/2017-08-20,358,2017-08-14 00:00:00.000000000,2017-08-20 23:59:59.999999999,4218,24,24,2484,18,20,279,1,0
2017-08-21/2017-08-27,359,2017-08-21 00:00:00.000000000,2017-08-27 23:59:59.999999999,4204,31,45,2489,26,21,276,0,3
2017-08-28/2017-09-03,360,2017-08-28 00:00:00.000000000,2017-09-03 23:59:59.999999999,4145,36,95,2456,25,58,275,2,3
2017-09-04/2017-09-10,361,2017-09-04 00:00:00.000000000,2017-09-10 23:59:59.999999999,4141,45,49,2458,37,35,272,0,3
2017-09-11/2017-09-17,362,2017-09-11 00:00:00.000000000,2017-09-17 23:59:59.999999999,4156,48,33,2475,36,19,272,1,1
2017-09-18/2017-09-24,363,2017-09-18 00:00:00.000000000,2017-09-24 23:59:59.999999999,4155,50,51,2482,43,36,269,0,3
2017-09-25/2017-10-01,364,2017-09-25 00:00:00.000000000,2017-10-01 23:59:59.999999999,4086,59,128,2431,48,99,263,1,7
2017-10-02/2017-10-08,365,2017-10-02 00:00:00.000000000,2017-10-08 23:59:59.999999999,4060,63,89,2418,47,60,255,0,8
2017-10-09/2017-10-15,366,2017-10-09 00:00:00.000000000,2017-10-15 23:59:59.999999999,4062,36,34,2425,28,21,256,1,0
2017-10-16/2017-10-22,367,2017-10-16 00:00:00.000000000,2017-10-22 23:59:59.999999999,4023,69,108,2411,57,71,256,2,2
2017-10-23/2017-10-29,368,2017-10-23 00:00:00.000000000,2017-10-29 23:59:59.999999999,3971,47,99,2381,40,70,254,0,2
2017-10-30/2017-11-05,369,2017-10-30 00:00:00.000000000,2017-11-05 23:59:59.999999999,3919,48,100,2345,34,70,252,1,3
2017-11-06/2017-11-12,370,2017-11-06 00:00:00.000000000,2017-11-12 23:59:59.999999999,3908,35,46,2334,24,35,253,4,3
2017-11-13/2017-11-19,371,2017-11-13 00:00:00.000000000,2017-11-19 23:59:59.999999999,3912,44,40,2338,30,26,252,2,3
2017-11-20/2017-11-26,372,2017-11-20 00:00:00.000000000,2017-11-26 23:59:59.999999999,3925,42,29,2353,36,21,252,1,1
2017-11-27/2017-12-03,373,2017-11-27 00:00:00.000000000,2017-12-03 23:59:59.999999999,3917,40,48,2355,25,23,246,1,7
2017-12-04/2017-12-10,374,2017-12-04 00:00:00.000000000,2017-12-10 23:59:59.999999999,3871,40,86,2314,24,65,245,3,4
2017-12-11/2017-12-17,375,2017-12-11 00:00:00.000000000,2017-12-17 23:59:59.999999999,3844,28,55,2302,20,32,242,0,3
2017-12-18/2017-12-24,376,2017-12-18 00:00:00.000000000,2017-12-24 23:59:59.999999999,3837,44,51,2299,20,23,239,0,3
2017-12-25/2017-12-31,377,2017-12-25 00:00:00.000000000,2017-12-31 23:59:59.999999999,3822,28,43,2288,18,29,239,0,0
2018-01-01/2018-01-07,378,2018-01-01 00:00:00.000000000,2018-01-07 23:59:59.999999999,3798,25,49,2276,18,30,238,0,1
2018-01-08/2018-01-14,379,2018-01-08 00:00:00.000000000,2018-01-14 23:59:59.999999999,3785,22,35,2274,18,20,233,0,5
2018-01-15/2018-01-21,380,2018-01-15 00:00:00.000000000,2018-01-21 23:59:59.999999999,3793,35,27,2281,25,18,232,0,1
2018-01-22/2018-01-28,381,2018-01-22 00:00:00.000000000,2018-01-28 23:59:59.999999999,3779,36,50,2290,32,23,228,0,4
2018-01-29/2018-02-04,382,2018-01-29 00:00:00.000000000,2018-02-04 23:59:59.999999999,3744,43,78,2264,27,53,222,0,6
2018-02-05/2018-02-11,383,2018-02-05 00:00:00.000000000,2018-02-11 23:59:59.999999999,3763,61,42,2280,43,27,223,4,3
2018-02-12/2018-02-18,384,2018-02-12 00:00:00.000000000,2018-02-18 23:59:59.999999999,3777,82,68,2299,58,39,224,2,1
2018-02-19/2018-02-25,385,2018-02-19 00:00:00.000000000,2018-02-25 23:59:59.999999999,3796,61,42,2316,43,26,223,1,2
2018-02-26/2018-03-04,386,2018-02-26 00:00:00.000000000,2018-03-04 23:59:59.999999999,3777,49,68,2307,37,46,221,1,3
2018-03-05/2018-03-11,387,2018-03-05 00:00:00.000000000,2018-03-11 23:59:59.999999999,3766,52,63,2304,36,39,220,1,2
2018-03-12/2018-03-18,388,2018-03-12 00:00:00.000000000,2018-03-18 23:59:59.999999999,3753,52,65,2300,38,42,220,1,1
2018-03-19/2018-03-25,389,2018-03-19 00:00:00.000000000,2018-03-25 23:59:59.999999999,3724,50,79,2290,43,53,217,1,4
2018-03-26/2018-04-01,390,2018-03-26 00:00:00.000000000,2018-04-01 23:59:59.999999999,3690,26,60,2267,20,43,217,1,1
2018-04-02/2018-04-08,391,2018-04-02 00:00:00.000000000,2018-04-08 23:59:59.999999999,3658,47,79,2251,41,57,215,0,2
2018-04-09/2018-04-15,392,2018-04-09 00:00:00.000000000,2018-04-15 23:59:59.999999999,3639,31,50,2248,23,26,212,0,3
2018-04-16/2018-04-22,393,2018-04-16 00:00:00.000000000,2018-04-22 23:59:59.999999999,3609,38,68,2232,24,40,211,3,4
2018-04-23/2018-04-29,394,2018-04-23 00:00:00.000000000,2018-04-29 23:59:59.999999999,3611,55,53,2240,42,34,210,2,3
2018-04-30/2018-05-06,395,2018-04-30 00:00:00.000000000,2018-05-06 23:59:59.999999999,3582,35,64,2218,27,49,209,1,2
2018-05-07/2018-05-13,396,2018-05-07 00:00:00.000000000,2018-05-13 23:59:59.999999999,3557,35,60,2204,29,43,209,2,2
2018-05-14/2018-05-20,397,2018-05-14 00:00:00.000000000,2018-05-20 23:59:59.999999999,3550,40,47,2205,33,32,206,0,3
2018-05-21/2018-05-27,398,2018-05-21 00:00:00.000000000,2018-05-27 23:59:59.999999999,3520,37,67,2189,22,38,207,3,2
2018-05-28/2018-06-03,399,2018-05-28 00:00:00.000000000,2018-06-03 23:59:59.999999999,3449,36,107,2149,29,69,203,1,5
2018-06-04/2018-06-10,400,2018-06-04 00:00:00.000000000,2018-06-10 23:59:59.999999999,3407,26,68,2123,18,44,203,2,2
2018-06-11/2018-06-17,401,2018-06-11 00:00:00.000000000,2018-06-17 23:59:59.999999999,3342,38,103,2082,29,70,199,2,6
2018-06-18/2018-06-24,402,2018-06-18 00:00:00.000000000,2018-06-24 23:59:59.999999999,3296,41,87,2049,27,60,195,2,6
2018-06-25/2018-07-01,403,2018-06-25 00:00:00.000000000,2018-07-01 23:59:59.999999999,3255,60,101,2024,45,70,193,3,5
2018-07-02/2018-07-08,404,2018-07-02 00:00:00.000000000,2018-07-08 23:59:59.999999999,3212,37,80,1991,27,60,190,2,5
2018-07-09/2018-07-15,405,2018-07-09 00:00:00.000000000,2018-07-15 23:59:59.999999999,3176,58,94,1967,42,66,183,0,7
2018-07-16/2018-07-22,406,2018-07-16 00:00:00.000000000,2018-07-22 23:59:59.999999999,3129,34,81,1933,23,57,182,2,3
2018-07-23/2018-07-29,407,2018-07-23 00:00:00.000000000,2018-07-29 23:59:59.999999999,3096,41,74,1919,32,46,173,0,9
2018-07-30/2018-08-05,408,2018-07-30 00:00:00.000000000,2018-08-05 23:59:59.999999999,3042,54,108,1892,47,74,171,1,3
2018-08-06/2018-08-12,409,2018-08-06 00:00:00.000000000,2018-08-12 23:59:59.999999999,3033,54,63,1878,36,50,171,3,3
2018-08-13/2018-08-19,410,2018-08-13 00:00:00.000000000,2018-08-19 23:59:59.999999999,3002,47,78,1854,38,62,169,2,4
2018-08-20/2018-08-26,411,2018-08-20 00:00:00.000000000,2018-08-26 23:59:59.999999999,2957,34,79,1823,24,55,168,2,3
2018-08-27/2018-09-02,412,2018-08-27 00:00:00.000000000,2018-09-02 23:59:59.999999999,2903,36,90,1804,28,47,169,5,4
2018-09-03/2018-09-09,413,2018-09-03 00:00:00.000000000,2018-09-09 23:59:59.999999999,2842,34,95,1763,26,67,170,2,1
2018-09-10/2018-09-16,414,2018-09-10 00:00:00.000000000,2018-09-16 23:59:59.999999999,2785,49,106,1728,37,72,169,1,2
2018-09-17/2018-09-23,415,2018-09-17 00:00:00.000000000,2018-09-23 23:59:59.999999999,2704,65,146,1684,52,96,159,1,11
2018-09-24/2018-09-30,416,2018-09-24 00:00:00.000000000,2018-09-30 23:59:59.999999999,2646,35,93,1646,29,67,158,1,2
2018-10-01/2018-10-07,417,2018-10-01 00:00:00.000000000,2018-10-07 23:59:59.999999999,2502,49,193,1551,38,133,153,3,8
2018-10-08/2018-10-14,418,2018-10-08 00:00:00.000000000,2018-10-14 23:59:59.999999999,2356,67,213,1453,55,153,140,0,13
2018-10-15/2018-10-21,419,2018-10-15 00:00:00.000000000,2018-10-21 23:59:59.999999999,2265,49,140,1398,36,91,127,1,14
2018-10-22/2018-10-28,420,2018-10-22 00:00:00.000000000,2018-10-28 23:59:59.999999999,2132,59,192,1321,44,121,126,5,6
2018-10-29/2018-11-04,421,2018-10-29 00:00:00.000000000,2018-11-04 23:59:59.999999999,2062,47,117,1289,39,71,120,2,8
2018-11-05/2018-11-11,422,2018-11-05 00:00:00.000000000,2018-11-11 23:59:59.999999999,1926,58,194,1195,44,138,119,6,7
2018-11-12/2018-11-18,423,2018-11-12 00:00:00.000000000,2018-11-18 23:59:59.999999999,1873,43,96,1166,30,59,116,4,7
2018-11-19/2018-11-25,424,2018-11-19 00:00:00.000000000,2018-11-25 23:59:59.999999999,1848,75,100,1163,62,65,110,4,10
2018-11-26/2018-12-02,425,2018-11-26 00:00:00.000000000,2018-12-02 23:59:59.999999999,1742,33,139,1092,26,97,97,1,14
2018-12-03/2018-12-09,426,2018-12-03 00:00:00.000000000,2018-12-09 23:59:59.999999999,1642,24,124,1020,17,89,86,0,11
2018-12-10/2018-12-16,427,2018-12-10 00:00:00.000000000,2018-12-16 23:59:59.999999999,1585,32,89,977,25,68,84,2,4
2018-12-17/2018-12-23,428,2018-12-17 00:00:00.000000000,2018-12-23 23:59:59.999999999,1530,42,97,935,31,73,84,1,1
2018-12-24/2018-12-30,429,2018-12-24 00:00:00.000000000,2018-12-30 23:59:59.999999999,1421,18,127,872,16,79,78,0,6
