,number,from_date,to_date,backlog_all,inflow_all,outflow_all,backlog_normal,inflow_normal,outflow_normal,backlog_major,inflow_major,outflow_major
2003-11-10/2003-11-16,165,2003-11-10 00:00:00.000000000,2003-11-16 23:59:59.999999999,2819,26,0,1180,10,0,257,4,0
2003-11-17/2003-11-23,166,2003-11-17 00:00:00.000000000,2003-11-23 23:59:59.999999999,2835,16,0,1187,7,0,258,1,0
2003-11-24/2003-11-30,167,2003-11-24 00:00:00.000000000,2003-11-30 23:59:59.999999999,2845,10,0,1191,4,0,259,1,0
2003-12-01/2003-12-07,168,2003-12-01 00:00:00.000000000,2003-12-07 23:59:59.999999999,2857,12,0,1197,6,0,259,0,0
2003-12-08/2003-12-14,169,2003-12-08 00:00:00.000000000,2003-12-14 23:59:59.999999999,2873,16,0,1202,5,0,261,2,0
2003-12-15/2003-12-21,170,2003-12-15 00:00:00.000000000,2003-12-21 23:59:59.999999999,2892,19,0,1212,10,0,261,0,0
2003-12-22/2003-12-28,171,2003-12-22 00:00:00.000000000,2003-12-28 23:59:59.999999999,2914,22,0,1222,10,0,263,2,0
2003-12-29/2004-01-04,172,2003-12-29 00:00:00.000000000,2004-01-04 23:59:59.999999999,2922,8,0,1228,6,0,263,0,0
2004-01-05/2004-01-11,173,2004-01-05 00:00:00.000000000,2004-01-11 23:59:59.999999999,2939,17,0,1233,5,0,266,3,0
2004-01-12/2004-01-18,174,2004-01-12 00:00:00.000000000,2004-01-18 23:59:59.999999999,2961,22,0,1243,10,0,268,2,0
2004-01-19/2004-01-25,175,2004-01-19 00:00:00.000000000,2004-01-25 23:59:59.999999999,2980,19,0,1249,6,0,271,3,0
2004-01-26/2004-02-01,176,2004-01-26 00:00:00.000000000,2004-02-01 23:59:59.999999999,2995,15,0,1257,8,0,272,1,0
2004-02-02/2004-02-08,177,2004-02-02 00:00:00.000000000,2004-02-08 23:59:59.999999999,3018,23,0,1263,6,0,277,5,0
2004-02-09/2004-02-15,178,2004-02-09 00:00:00.000000000,2004-02-15 23:59:59.999999999,3031,13,0,1266,3,0,278,1,0
2004-02-16/2004-02-22,179,2004-02-16 00:00:00.000000000,2004-02-22 23:59:59.999999999,3049,18,0,1273,7,0,281,3,0
2004-02-23/2004-02-29,180,2004-02-23 00:00:00.000000000,2004-02-29 23:59:59.999999999,3066,17,0,1280,7,0,282,1,0
2004-03-01/2004-03-07,181,2004-03-01 00:00:00.000000000,2004-03-07 23:59:59.999999999,3086,20,0,1291,11,0,282,0,0
2004-03-08/2004-03-14,182,2004-03-08 00:00:00.000000000,2004-03-14 23:59:59.999999999,3104,18,0,1299,8,0,282,0,0
