,number,from_date,to_date,backlog_all,inflow_all,outflow_all,backlog_normal,inflow_normal,outflow_normal,backlog_major,inflow_major,outflow_major
2001-09-17/2001-09-23,46,2001-09-17 00:00:00.000000000,2001-09-23 23:59:59.999999999,33,0,0,0,0,0,0,0,0
2001-09-24/2001-09-30,47,2001-09-24 00:00:00.000000000,2001-09-30 23:59:59.999999999,33,0,0,0,0,0,0,0,0
2001-10-01/2001-10-07,48,2001-10-01 00:00:00.000000000,2001-10-07 23:59:59.999999999,34,1,0,0,0,0,0,0,0
2001-10-08/2001-10-14,49,2001-10-08 00:00:00.000000000,2001-10-14 23:59:59.999999999,34,0,0,0,0,0,0,0,0
2001-10-15/2001-10-21,50,2001-10-15 00:00:00.000000000,2001-10-21 23:59:59.999999999,37,3,0,0,0,0,0,0,0
2001-10-22/2001-10-28,51,2001-10-22 00:00:00.000000000,2001-10-28 23:59:59.999999999,37,0,0,0,0,0,0,0,0
2001-10-29/2001-11-04,52,2001-10-29 00:00:00.000000000,2001-11-04 23:59:59.999999999,43,6,0,0,0,0,0,0,0
2001-11-05/2001-11-11,53,2001-11-05 00:00:00.000000000,2001-11-11 23:59:59.999999999,43,0,0,0,0,0,0,0,0
2001-11-12/2001-11-18,54,2001-11-12 00:00:00.000000000,2001-11-18 23:59:59.999999999,44,1,0,0,0,0,0,0,0
2001-11-19/2001-11-25,55,2001-11-19 00:00:00.000000000,2001-11-25 23:59:59.999999999,45,1,0,0,0,0,0,0,0
2001-11-26/2001-12-02,56,2001-11-26 00:00:00.000000000,2001-12-02 23:59:59.999999999,47,2,0,0,0,0,0,0,0
2001-12-03/2001-12-09,57,2001-12-03 00:00:00.000000000,2001-12-09 23:59:59.999999999,48,1,0,0,0,0,0,0,0
2001-12-10/2001-12-16,58,2001-12-10 00:00:00.000000000,2001-12-16 23:59:59.999999999,49,1,0,0,0,0,0,0,0
2001-12-17/2001-12-23,59,2001-12-17 00:00:00.000000000,2001-12-23 23:59:59.999999999,50,1,0,0,0,0,0,0,0
2001-12-24/2001-12-30,60,2001-12-24 00:00:00.000000000,2001-12-30 23:59:59.999999999,50,0,0,0,0,0,0,0,0
2001-12-31/2002-01-06,61,2001-12-31 00:00:00.000000000,2002-01-06 23:59:59.999999999,53,3,0,0,0,0,0,0,0
2002-01-07/2002-01-13,62,2002-01-07 00:00:00.000000000,2002-01-13 23:59:59.999999999,53,0,0,0,0,0,0,0,0
2002-01-14/2002-01-20,63,2002-01-14 00:00:00.000000000,2002-01-20 23:59:59.999999999,55,2,0,0,0,0,0,0,0
2002-01-21/2002-01-27,64,2002-01-21 00:00:00.000000000,2002-01-27 23:59:59.999999999,60,5,0,0,0,0,0,0,0
2002-01-28/2002-02-03,65,2002-01-28 00:00:00.000000000,2002-02-03 23:59:59.999999999,60,0,0,0,0,0,0,0,0
2002-02-04/2002-02-10,66,2002-02-04 00:00:00.000000000,2002-02-10 23:59:59.999999999,62,2,0,0,0,0,0,0,0
2002-02-11/2002-02-17,67,2002-02-11 00:00:00.000000000,2002-02-17 23:59:59.999999999,63,1,0,0,0,0,0,0,0
2002-02-18/2002-02-24,68,2002-02-18 00:00:00.000000000,2002-02-24 23:59:59.999999999,64,1,0,0,0,0,0,0,0
